id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,longitud_antena_mm,num_segmentos_antena,longitud_pata_anterior_mm,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_tarso_mm,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,num_estrias_elitro,num_puntos_pronoto,longitud_espolon_mm,peso_mg,ratio_largo_ancho,ratio_antena_cuerpo,ratio_pata_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,longitud_ala_mm,envergadura_mm,coloracion
ESP004887,23.32,13.85,11.07,8.83,6.63,8.63,11.15,13,3.58,8.87,6.07,4.82,4.2,2.72,0.87,1.87,12,53,0.71,314,2.11,0.478,0.38,201.4,1113.9,19.48,50.03,metalico
ESP004888,19.66,12.22,9.62,7.78,5.14,4.39,7.51,12,5.05,12.62,4.54,4.49,4.01,2.23,0.2,2.3,14,39,0.72,268,2.04,0.382,0.642,147.5,415.1,14.93,39.48,negro
ESP004889,9.46,5.48,3.65,2.71,2.25,2.01,4.95,8,4.72,8.01,6.18,4.82,2.32,0.93,1.37,2.0,9,42,0.67,16,2.59,0.523,0.847,26.9,34.7,5.13,13.91,marron
ESP004890,12.87,7.41,4.22,3.7,1.92,1.0,5.27,10,5.57,5.98,5.17,3.8,2.76,1.34,1.35,1.98,10,47,0.72,5,3.05,0.409,0.465,42.4,27.2,11.0,26.22,metalico
ESP004891,12.71,8.0,5.56,4.59,2.96,3.54,7.2,9,5.58,5.17,4.08,1.0,2.02,1.5,0.86,0.41,8,43,0.39,61,2.29,0.566,0.407,55.1,125.1,7.12,19.8,negro
ESP004892,12.42,7.54,3.54,2.41,1.75,2.62,7.02,8,4.66,4.93,3.26,1.0,3.01,0.63,0.46,0.25,7,8,0.25,49,3.51,0.565,0.397,34.3,57.6,10.23,24.0,negro
ESP004893,11.84,6.91,4.53,3.4,2.79,4.14,5.02,9,7.77,4.21,2.18,1.15,2.9,1.22,0.61,1.23,7,45,0.92,54,2.61,0.424,0.356,41.8,111.0,5.18,14.89,negro
ESP004894,10.5,6.63,2.96,2.49,1.76,3.12,3.75,10,6.19,7.99,6.15,5.49,2.82,2.05,1.9,0.8,10,41,0.84,44,3.55,0.357,0.761,24.2,48.5,10.84,24.64,metalico
ESP004895,23.59,14.71,10.53,8.17,5.92,7.24,11.02,12,3.54,11.68,6.03,4.27,3.37,1.48,1.15,2.02,10,51,0.2,312,2.24,0.467,0.495,193.8,899.2,14.89,40.31,metalico
ESP004896,12.4,8.33,4.12,3.4,2.22,3.23,2.94,9,6.8,7.38,2.75,1.0,2.86,1.49,1.19,1.87,4,47,0.49,36,3.01,0.237,0.595,39.8,82.5,4.48,13.08,negro
ESP004897,12.43,7.73,5.47,3.99,3.39,2.2,3.44,8,4.04,6.44,4.68,1.57,3.67,1.78,0.95,1.28,8,81,0.6,60,2.27,0.277,0.518,53.0,74.8,9.1,23.67,negro
ESP004898,12.9,7.9,4.71,4.06,2.56,4.72,2.4,8,4.81,7.8,3.48,1.0,2.64,1.32,0.87,1.13,6,48,0.59,91,2.74,0.186,0.605,47.4,143.4,9.81,24.33,metalico
ESP004899,11.51,7.02,2.94,2.87,1.8,1.0,4.24,9,5.74,11.48,5.94,4.9,3.88,1.51,0.98,0.63,9,52,0.66,45,3.91,0.368,0.997,26.4,16.9,8.09,19.12,negro
ESP004900,19.33,12.24,9.58,7.53,5.06,6.62,9.74,12,8.8,12.19,2.64,5.65,3.79,2.7,0.2,2.88,13,66,1.01,226,2.02,0.504,0.631,144.4,613.0,19.77,49.12,negro
ESP004901,23.48,14.69,10.1,7.68,5.32,7.13,11.65,13,1.0,12.91,7.31,4.69,3.95,1.91,0.9,2.96,10,37,0.1,329,2.32,0.496,0.55,185.0,845.4,16.06,42.22,metalico
ESP004902,11.73,7.3,2.77,1.87,1.59,5.24,6.71,11,3.45,7.25,4.78,4.57,2.74,1.63,0.92,2.14,9,62,1.37,19,4.23,0.572,0.618,25.3,85.1,9.72,22.21,rojizo
ESP004903,19.58,12.08,9.3,7.37,5.16,7.33,9.88,11,9.34,12.91,1.0,3.73,4.07,1.26,0.2,1.61,11,90,0.8,222,2.11,0.505,0.659,142.0,667.4,14.73,38.76,negro
ESP004904,24.68,15.65,10.87,8.54,6.01,9.11,8.82,11,1.0,13.58,7.25,3.67,4.18,2.31,0.87,3.13,8,57,0.1,305,2.27,0.357,0.55,209.3,1222.0,13.53,37.93,metalico
ESP004905,18.25,11.45,9.25,7.3,5.55,6.86,7.31,10,6.06,14.54,3.25,4.26,3.52,1.98,0.2,2.48,14,56,1.01,241,1.97,0.401,0.797,131.7,579.0,16.41,42.07,marron
ESP004906,18.24,11.18,10.38,8.2,5.38,6.63,10.21,12,7.73,15.62,3.02,4.29,3.4,1.88,0.38,2.69,13,54,1.1,253,1.76,0.56,0.856,147.7,627.6,17.67,45.72,marron
ESP004907,18.86,12.12,10.68,8.49,5.48,5.66,10.87,10,5.77,12.43,1.87,5.39,3.73,2.14,0.33,2.1,13,36,0.93,204,1.77,0.576,0.659,157.1,570.0,17.04,44.76,metalico
ESP004908,11.95,8.53,4.54,3.38,2.97,2.92,4.92,6,7.36,6.22,3.43,1.32,1.82,1.47,0.32,1.56,5,51,0.43,35,2.63,0.412,0.521,42.3,79.2,9.48,23.5,negro
ESP004909,18.64,10.9,9.32,6.97,5.18,8.35,8.72,10,7.95,14.91,1.59,5.51,2.97,2.01,0.39,2.33,13,43,0.54,244,2.0,0.468,0.8,135.5,725.3,14.73,38.78,marron
ESP004910,19.67,12.07,9.99,7.42,5.17,4.53,10.44,12,8.08,11.4,2.86,2.38,3.53,1.6,0.85,2.77,13,41,0.59,212,1.97,0.531,0.58,153.3,445.1,14.57,39.13,metalico
ESP004911,12.13,7.72,4.94,3.64,2.46,2.17,6.7,7,4.73,7.52,3.22,1.0,2.79,2.01,1.04,1.84,5,37,0.75,67,2.46,0.552,0.62,46.7,65.0,9.78,24.5,negro
ESP004912,19.11,11.35,9.39,7.49,5.17,6.59,9.77,12,6.16,10.45,2.73,5.05,3.8,1.82,0.2,1.5,13,52,0.51,224,2.04,0.511,0.547,140.0,591.3,13.84,37.07,negro
ESP004913,11.97,7.38,3.51,2.53,2.14,2.07,3.8,7,6.14,6.58,4.55,5.19,2.12,0.91,1.24,1.15,11,60,0.5,25,3.41,0.317,0.55,32.8,43.5,6.64,16.79,negro
ESP004914,21.15,13.29,9.79,7.5,5.44,7.32,8.42,12,5.66,12.67,3.9,3.48,4.1,2.38,0.2,3.24,13,75,0.33,216,2.16,0.398,0.599,161.5,757.8,14.8,39.39,metalico
ESP004915,12.44,7.19,5.58,4.43,2.87,2.34,7.13,7,5.95,6.54,3.2,1.0,2.86,1.11,1.44,1.16,7,41,1.0,45,2.23,0.573,0.526,54.1,81.2,8.77,23.12,negro
ESP004916,8.29,5.19,3.09,2.49,1.96,3.35,5.43,8,5.14,7.63,3.65,5.04,2.3,1.77,1.3,1.43,7,36,0.85,31,2.68,0.655,0.92,20.0,42.9,6.75,16.59,negro
ESP004917,10.43,6.27,5.06,3.02,2.76,5.75,7.12,10,4.98,6.14,6.45,5.23,3.39,2.07,1.07,0.44,10,16,0.47,5,2.06,0.683,0.589,41.2,151.7,8.44,21.94,metalico
ESP004918,12.51,8.08,4.88,4.31,2.69,3.45,7.7,7,4.31,6.29,3.81,1.0,2.53,1.79,1.09,1.38,4,83,0.43,49,2.56,0.616,0.503,47.6,105.3,5.37,15.62,negro
ESP004919,10.49,6.61,4.32,3.61,2.62,4.73,4.77,9,6.25,6.53,3.46,1.28,4.89,2.07,1.03,0.59,7,58,1.02,49,2.43,0.455,0.622,35.3,107.2,14.73,33.78,negro
ESP004920,21.39,13.37,9.68,7.62,5.16,6.43,10.01,11,5.07,12.51,3.75,4.74,3.7,2.02,0.53,2.85,14,71,0.61,228,2.21,0.468,0.585,161.5,665.7,10.74,31.16,metalico
ESP004921,20.31,12.77,9.45,7.93,4.75,5.63,10.05,11,6.51,12.16,2.23,3.87,4.36,2.03,0.65,2.35,16,47,0.18,204,2.15,0.495,0.599,149.7,540.3,8.68,26.81,metalico
ESP004922,11.04,6.77,3.1,2.54,1.78,1.08,6.03,9,5.05,8.15,5.38,6.23,2.89,1.89,1.52,1.01,11,57,1.02,30,3.56,0.546,0.738,26.7,18.5,8.55,20.2,negro
ESP004923,23.46,14.87,11.11,9.32,5.96,6.83,12.15,12,3.16,14.22,7.14,1.86,4.58,1.76,0.9,3.8,11,39,0.19,345,2.11,0.518,0.606,203.3,890.1,16.74,44.59,metalico
ESP004924,21.02,12.96,9.17,7.47,5.08,7.14,9.9,12,6.89,10.8,1.88,3.01,2.8,2.5,0.57,2.1,12,36,0.48,226,2.29,0.471,0.514,150.3,688.1,17.78,44.73,metalico
ESP004925,25.3,15.79,10.41,8.77,5.91,6.35,9.54,13,2.5,13.13,6.85,4.04,4.66,1.62,1.13,2.43,14,69,0.34,320,2.43,0.377,0.519,205.4,836.2,17.46,45.33,metalico
ESP004926,11.59,7.14,4.2,3.34,2.37,3.64,1.41,8,5.88,6.52,2.99,1.0,2.93,1.34,1.36,0.2,6,39,0.53,19,2.76,0.122,0.563,38.0,88.6,11.23,26.66,negro
ESP004927,24.3,14.86,10.47,8.19,5.86,9.68,13.78,11,4.33,12.0,7.83,4.84,3.92,1.42,1.03,2.21,12,56,0.38,321,2.32,0.567,0.494,198.4,1231.4,16.28,43.03,marron
ESP004928,12.76,8.26,4.41,3.23,2.13,4.96,3.14,8,5.94,4.69,4.47,1.0,2.06,1.65,0.95,1.82,6,77,1.1,53,2.89,0.246,0.368,43.9,139.6,9.5,23.41,marron
ESP004929,13.14,8.58,5.34,3.91,2.74,3.66,5.5,7,7.14,5.0,3.88,1.0,2.4,1.89,1.13,0.36,5,57,0.33,78,2.46,0.419,0.381,54.7,128.4,7.5,20.34,negro
ESP004930,13.66,7.73,4.46,3.73,2.38,4.71,2.75,8,4.59,4.93,3.47,1.79,3.91,2.25,1.23,0.54,6,68,0.6,54,3.06,0.201,0.361,47.5,143.5,7.85,20.16,negro
ESP004931,23.5,15.08,10.61,8.25,5.79,7.55,13.93,13,2.8,15.27,7.74,3.45,4.25,1.99,1.37,3.01,13,56,0.1,326,2.21,0.593,0.65,194.5,941.2,14.54,39.69,rojizo
ESP004932,19.18,11.83,9.51,7.42,5.6,6.03,9.11,13,7.39,10.86,3.18,3.74,4.31,1.95,0.2,3.02,12,35,0.83,246,2.02,0.475,0.566,142.3,549.9,14.13,37.77,negro
ESP004933,18.89,11.45,10.53,8.37,5.74,6.36,9.79,11,5.12,13.03,1.98,5.32,4.21,2.27,0.2,2.42,12,49,0.59,240,1.79,0.518,0.69,155.2,632.5,17.12,44.77,negro
ESP004934,10.39,5.8,4.63,3.85,2.51,3.02,4.06,10,5.75,8.66,4.4,5.6,2.81,1.2,1.55,1.25,8,42,0.97,38,2.24,0.391,0.833,37.5,72.6,10.38,25.39,negro
ESP004935,23.86,13.9,11.32,8.96,6.56,6.56,12.67,10,2.36,13.61,6.09,5.37,4.16,1.74,1.0,3.11,11,56,0.49,312,2.11,0.531,0.57,210.7,885.9,16.92,45.16,metalico
ESP004936,11.52,7.44,5.03,3.95,2.63,1.63,4.32,9,7.8,3.77,4.68,1.24,4.55,2.08,0.68,1.35,8,48,0.89,65,2.29,0.375,0.327,45.2,47.2,6.0,17.03,negro
ESP004937,23.74,15.04,10.33,8.05,5.84,8.78,7.57,11,5.24,12.65,6.28,3.98,3.77,0.66,0.87,2.99,11,52,0.58,328,2.3,0.319,0.533,191.3,1076.6,18.91,48.15,rojizo
ESP004938,20.3,12.48,9.6,7.49,5.22,6.6,11.43,9,6.78,9.85,2.85,4.97,2.78,0.96,0.5,2.02,11,55,0.35,247,2.11,0.563,0.485,152.0,643.1,19.24,48.08,marron
ESP004939,24.8,15.47,10.88,8.71,5.87,9.63,11.72,13,2.21,11.62,5.4,3.61,3.45,1.99,1.03,3.66,13,63,0.33,331,2.28,0.473,0.469,210.5,1299.2,18.77,48.42,marron
ESP004940,21.5,13.57,9.53,7.51,5.05,6.71,10.38,12,8.01,13.07,4.36,2.76,3.67,1.62,0.2,1.31,15,59,0.66,276,2.26,0.483,0.608,159.8,687.4,19.27,48.07,metalico
ESP004941,12.14,7.68,4.91,3.92,2.54,3.28,4.79,8,5.28,6.99,4.02,1.27,4.03,1.82,0.54,0.4,6,43,0.57,59,2.47,0.395,0.576,46.5,97.8,9.99,24.89,negro
ESP004942,14.18,8.43,4.89,3.83,2.6,4.78,3.85,10,4.61,5.27,5.47,1.0,4.57,1.49,0.71,0.5,4,56,0.34,38,2.9,0.272,0.372,54.1,165.7,7.11,19.11,marron
ESP004943,22.43,14.89,8.91,7.58,4.91,5.45,10.15,14,4.57,14.29,1.4,5.17,4.57,2.03,0.2,2.67,13,18,0.16,237,2.52,0.453,0.637,155.9,544.6,18.28,45.47,negro
ESP004944,20.34,12.96,9.53,7.43,5.34,6.7,9.86,12,7.91,11.04,4.13,4.71,4.35,2.4,0.42,1.81,14,49,1.14,225,2.13,0.485,0.543,151.2,649.4,17.92,45.37,metalico
ESP004945,18.97,12.01,10.31,8.59,5.72,9.1,9.6,13,7.82,11.03,2.71,2.71,3.74,1.87,0.53,2.38,11,61,0.14,197,1.84,0.506,0.581,152.6,889.9,19.68,49.67,metalico
ESP004946,12.32,8.14,4.89,4.48,2.68,3.52,6.47,9,6.04,6.31,5.04,1.0,3.03,1.83,0.81,0.2,7,64,0.2,57,2.52,0.525,0.512,47.0,106.0,7.88,20.65,negro
ESP004947,19.43,11.52,9.47,7.61,5.28,7.0,8.14,10,7.55,11.72,1.3,5.52,2.54,2.06,0.26,2.31,11,55,0.92,241,2.05,0.419,0.603,143.5,644.0,19.82,49.11,negro
ESP004948,23.92,14.68,10.96,8.38,6.05,8.17,9.71,11,2.83,13.8,6.09,3.79,3.82,1.24,0.99,3.0,12,74,0.26,350,2.18,0.406,0.577,204.5,1070.9,17.42,45.8,metalico
ESP004949,11.77,7.12,4.6,3.98,2.43,5.97,8.74,8,6.76,4.29,2.88,1.0,2.81,1.43,0.69,0.71,5,56,0.91,73,2.56,0.743,0.364,42.2,161.6,10.48,25.56,rojizo
ESP004950,23.89,15.04,11.37,9.07,6.63,7.26,13.8,10,1.89,15.25,5.13,4.08,3.78,1.61,0.47,3.33,12,43,0.73,313,2.1,0.578,0.638,211.9,986.0,13.79,38.95,metalico
ESP004951,18.55,11.51,10.4,8.23,5.77,5.72,9.67,13,6.53,11.93,1.25,4.26,4.05,1.4,0.25,3.24,10,52,0.37,243,1.78,0.521,0.643,150.5,551.8,17.07,44.54,metalico
ESP004952,9.15,5.2,2.8,2.17,1.55,3.06,3.92,8,6.66,7.81,3.97,6.93,3.35,0.8,1.46,0.9,9,72,1.36,5,3.27,0.428,0.854,20.0,39.2,8.03,18.86,negro
ESP004953,20.95,13.43,9.48,7.94,5.32,5.62,10.49,12,8.12,11.97,2.24,3.94,3.78,1.76,0.46,3.09,12,62,0.99,239,2.21,0.501,0.571,154.9,558.1,16.06,41.6,marron
ESP004954,11.11,6.72,4.56,3.78,2.42,1.0,6.22,10,5.79,5.55,2.8,1.49,3.03,1.55,0.82,1.34,4,56,0.44,77,2.44,0.56,0.5,39.5,25.3,9.33,23.22,marron
ESP004955,12.49,7.78,5.82,4.34,3.38,2.62,3.95,8,6.75,8.18,4.43,1.14,2.81,1.5,1.0,1.13,6,103,0.91,77,2.15,0.316,0.655,56.7,95.2,8.1,22.02,marron
ESP004956,17.7,11.02,9.9,6.99,5.12,5.86,6.77,13,6.11,11.43,2.1,3.75,4.35,1.6,0.53,1.87,12,35,0.66,246,1.79,0.382,0.646,136.7,513.4,11.27,32.44,negro
ESP004957,20.47,13.1,9.03,7.11,5.26,8.47,9.93,12,5.8,10.4,2.45,4.48,3.15,2.42,0.58,3.2,15,52,0.1,247,2.27,0.485,0.508,144.2,782.8,19.6,48.23,metalico
ESP004958,20.77,13.41,8.71,6.52,4.59,6.63,7.94,11,6.68,13.42,2.07,3.39,3.24,1.77,0.84,2.08,14,54,0.13,241,2.38,0.382,0.646,141.1,599.7,16.55,41.81,marron
ESP004959,22.7,14.37,10.89,9.02,5.77,10.7,13.97,13,2.46,13.46,5.86,4.15,3.49,0.76,1.39,2.28,9,68,0.49,294,2.08,0.615,0.593,192.8,1322.5,13.03,36.95,marron
ESP004960,21.27,13.32,9.38,7.88,5.21,6.82,9.89,14,6.46,11.16,2.59,5.51,4.5,1.92,0.32,2.32,13,67,0.77,249,2.27,0.465,0.525,155.6,680.3,14.47,38.32,metalico
ESP004961,20.52,12.54,10.01,7.9,5.21,5.72,11.67,10,7.14,12.36,2.26,4.57,2.66,1.85,0.22,2.1,14,59,0.9,232,2.05,0.569,0.602,160.2,587.5,11.63,33.27,negro
ESP004962,10.24,6.85,4.2,3.51,1.94,4.04,4.6,9,5.05,5.29,5.81,4.34,2.49,1.63,1.52,1.38,10,47,1.26,8,2.44,0.449,0.517,33.5,86.9,5.7,15.6,negro
ESP004963,24.31,14.75,11.16,8.8,6.19,8.92,13.62,11,1.64,16.45,5.79,3.3,4.73,1.4,0.94,2.36,10,61,0.65,283,2.18,0.56,0.677,211.6,1210.0,16.15,43.46,metalico
ESP004964,12.52,7.56,3.3,2.89,2.22,3.09,3.91,10,4.45,8.09,6.07,6.05,2.23,2.08,1.62,0.67,7,36,1.01,5,3.79,0.312,0.646,32.2,63.8,7.79,18.88,marron
ESP004965,12.74,8.24,5.17,3.99,2.59,2.02,5.9,8,5.54,7.44,4.65,1.0,2.29,1.82,0.64,1.05,7,45,0.1,69,2.46,0.463,0.584,51.4,66.5,9.34,23.85,metalico
ESP004966,12.04,7.2,4.77,3.4,2.48,4.72,3.78,8,5.33,6.63,3.7,2.43,2.82,2.31,1.1,1.38,7,78,0.4,57,2.52,0.314,0.551,44.8,135.5,6.61,17.99,negro
ESP004967,9.52,6.63,3.07,2.11,1.62,1.9,4.7,9,5.04,9.12,6.77,4.42,2.49,1.76,1.42,1.67,10,62,1.24,5,3.1,0.494,0.958,22.8,27.8,9.13,21.33,negro
ESP004968,10.71,6.12,3.36,2.7,1.78,2.14,6.54,9,4.62,6.16,3.8,5.23,1.15,1.94,1.46,0.51,10,40,0.76,15,3.19,0.611,0.575,28.1,38.5,8.37,20.1,negro
ESP004969,12.41,7.18,5.39,4.14,2.71,2.37,2.03,7,6.0,6.76,5.94,1.0,1.74,1.9,0.79,0.92,6,54,1.04,50,2.3,0.164,0.545,52.2,79.3,8.39,22.17,metalico
ESP004970,11.63,7.41,3.99,3.28,2.63,2.49,6.58,9,4.86,5.71,6.45,6.01,3.75,2.2,1.19,2.1,8,63,1.35,5,2.91,0.566,0.491,36.2,57.8,9.26,22.51,negro
ESP004971,11.85,7.65,4.86,3.72,2.86,1.0,4.44,8,6.21,9.12,3.71,1.34,2.34,1.59,0.82,0.2,8,36,0.55,70,2.44,0.375,0.77,44.9,28.8,10.52,25.9,metalico
ESP004972,12.38,8.37,4.68,3.48,2.41,1.46,5.57,9,7.07,4.37,2.08,1.0,2.26,1.05,0.9,1.63,4,63,0.43,75,2.65,0.45,0.353,45.2,42.3,6.85,18.38,metalico
ESP004973,19.62,12.87,10.12,7.92,5.64,6.19,9.87,13,5.16,11.21,1.56,3.15,4.3,1.7,0.2,2.99,11,56,0.15,216,1.94,0.503,0.571,154.9,614.5,19.97,50.06,marron
ESP004974,22.32,14.19,10.82,8.78,6.19,8.47,10.87,11,3.43,14.12,5.53,3.99,3.09,1.85,0.96,3.08,11,46,0.34,312,2.06,0.487,0.633,188.4,1022.8,18.36,47.54,metalico
ESP004975,11.11,6.14,3.32,2.98,1.76,2.98,5.85,9,5.32,7.37,4.25,5.92,2.63,1.91,1.44,0.52,11,48,0.94,6,3.35,0.527,0.663,28.8,55.0,15.6,34.52,negro
ESP004976,13.21,8.12,5.13,3.64,3.03,3.05,3.06,8,4.28,8.18,3.41,1.86,2.03,1.45,0.97,0.9,7,85,0.66,68,2.58,0.232,0.619,52.9,103.3,5.5,16.13,negro
ESP004977,9.39,5.94,3.9,2.78,2.26,2.43,3.01,7,3.05,6.16,6.2,4.6,3.16,1.76,0.88,1.14,8,48,0.74,26,2.41,0.321,0.656,28.6,44.5,7.33,18.56,metalico
ESP004978,20.29,13.17,9.11,7.11,4.79,8.49,9.34,11,7.18,11.79,3.22,4.52,3.05,1.67,0.54,2.73,13,53,0.7,191,2.23,0.46,0.581,144.2,784.7,16.2,41.51,metalico
ESP004979,23.23,13.93,10.74,8.61,5.77,7.94,12.47,10,1.76,11.86,7.36,3.36,3.71,1.45,0.69,3.15,10,53,0.48,325,2.16,0.537,0.511,194.6,990.5,13.72,38.18,marron
ESP004980,21.19,13.05,10.73,8.07,5.89,8.62,11.6,12,2.49,11.24,4.71,5.24,4.84,1.7,1.03,2.74,12,90,0.16,305,1.97,0.547,0.53,177.3,980.0,20.05,50.83,metalico
ESP004981,19.47,12.04,8.6,6.91,4.98,4.87,11.28,12,6.02,14.29,4.26,2.86,4.53,2.31,0.35,2.56,13,43,0.59,206,2.26,0.579,0.734,130.6,407.7,19.53,47.66,metalico
ESP004982,13.8,8.98,4.66,3.65,2.73,4.19,5.74,9,5.24,5.14,3.19,1.0,3.09,1.22,0.89,0.2,8,43,1.09,47,2.96,0.416,0.372,50.2,134.7,10.41,25.48,negro
ESP004983,13.73,9.12,4.11,2.92,2.23,2.72,4.59,7,7.3,6.22,4.94,1.0,2.57,1.23,0.71,1.27,7,46,0.56,59,3.34,0.334,0.453,44.0,76.7,6.19,16.49,negro
ESP004984,9.08,6.0,3.82,2.73,2.32,1.06,4.39,10,5.14,5.89,6.36,6.36,3.09,2.1,0.84,1.35,11,52,1.04,23,2.38,0.483,0.649,27.1,18.4,8.99,21.8,marron
ESP004985,10.17,6.77,3.42,2.5,2.04,1.94,1.75,8,5.16,8.87,5.31,5.03,2.3,1.59,0.81,1.64,10,70,0.87,21,2.97,0.172,0.872,27.1,33.7,8.85,21.12,marron
ESP004986,13.01,7.82,4.65,3.86,2.38,4.25,6.88,7,5.37,4.61,3.25,1.0,2.51,1.36,0.92,1.11,7,52,0.36,92,2.8,0.529,0.354,47.2,128.6,6.83,18.31,marron
ESP004987,11.11,7.25,3.5,2.82,2.02,1.0,2.29,8,3.41,9.68,4.25,6.25,2.71,1.24,1.53,1.58,10,44,0.73,17,3.17,0.206,0.871,30.3,19.4,10.03,23.56,negro
ESP004988,14.31,8.7,4.42,3.54,2.51,4.05,7.18,7,4.31,3.37,4.26,1.0,2.66,0.99,1.12,1.33,8,72,0.1,60,3.24,0.502,0.235,49.3,128.1,7.66,19.74,marron
ESP004989,10.88,6.73,4.84,3.67,2.96,2.58,4.48,8,6.49,6.83,4.0,5.16,2.31,1.47,0.92,0.74,10,42,0.87,6,2.25,0.412,0.628,41.1,67.9,13.6,32.04,metalico
ESP004990,12.15,7.07,4.85,3.69,3.12,2.97,3.79,8,4.9,9.22,3.93,1.0,3.06,1.43,0.88,0.79,6,82,0.54,45,2.51,0.312,0.759,46.0,87.5,7.83,20.51,negro
ESP004991,9.2,6.34,3.81,3.16,2.14,3.61,4.07,8,4.45,8.88,5.47,4.46,3.08,1.81,1.3,1.62,8,53,0.91,35,2.41,0.442,0.965,27.3,63.3,4.86,13.53,negro
ESP004992,11.08,6.9,4.35,3.58,2.5,4.02,6.23,7,3.75,7.87,6.76,7.56,2.71,1.77,1.29,1.23,9,46,0.95,24,2.55,0.562,0.71,37.6,96.9,7.38,19.11,metalico
ESP004993,19.37,11.46,9.02,6.83,4.88,8.26,9.72,12,7.3,12.81,2.53,4.34,2.64,2.64,0.56,1.81,12,53,0.73,244,2.15,0.502,0.661,136.3,721.6,10.61,30.24,marron
ESP004994,22.12,13.62,9.8,8.41,5.53,7.87,11.01,12,4.9,14.63,6.58,3.76,4.83,1.81,0.79,3.1,10,52,0.46,332,2.26,0.498,0.661,169.1,853.0,14.96,39.72,rojizo
ESP004995,10.14,6.42,3.94,2.95,2.6,1.57,3.59,8,4.81,5.46,4.54,5.23,2.12,1.06,1.25,0.38,8,36,0.73,9,2.57,0.354,0.538,31.2,31.4,11.8,27.54,rojizo
ESP004996,24.94,16.11,10.68,8.55,5.92,9.18,7.8,11,3.84,15.13,5.46,2.42,4.45,1.75,1.11,2.45,10,81,0.98,346,2.34,0.313,0.607,207.8,1222.6,12.62,35.92,metalico
ESP004997,9.06,4.72,3.52,2.88,1.95,2.94,5.11,8,7.6,6.42,4.81,6.31,2.39,1.71,1.42,1.1,9,44,1.33,5,2.57,0.564,0.709,24.9,46.9,7.07,17.66,negro
ESP004998,20.57,12.75,10.08,8.26,5.53,3.98,9.75,13,6.49,9.78,2.16,5.01,4.34,2.37,0.32,1.83,12,39,0.1,210,2.04,0.474,0.475,161.7,412.6,15.51,41.1,metalico
ESP004999,11.47,7.35,4.78,4.21,2.6,4.98,4.8,8,5.64,8.14,3.89,1.0,2.92,1.29,1.11,1.27,4,25,0.52,66,2.4,0.418,0.71,42.8,136.5,10.01,24.8,negro
ESP005000,12.82,7.61,5.02,3.84,2.73,2.04,6.78,8,5.23,4.4,3.38,1.0,2.4,2.22,0.67,0.92,6,77,0.25,48,2.55,0.529,0.343,50.2,65.6,9.96,24.94,metalico
ESP005001,19.82,12.88,9.51,7.41,5.08,8.55,10.08,13,4.87,8.71,2.85,5.05,4.4,2.27,0.58,3.34,14,68,0.22,225,2.08,0.509,0.439,147.0,805.8,13.36,36.23,negro
ESP005002,19.92,13.01,8.85,7.05,4.68,5.54,7.44,13,5.96,9.59,2.82,3.76,3.46,1.5,0.2,2.43,11,43,0.55,250,2.25,0.373,0.481,137.5,488.3,18.39,45.63,marron
ESP005003,13.57,8.49,4.62,3.28,2.35,2.33,3.22,8,6.48,5.73,2.69,1.39,3.0,1.29,0.41,1.25,6,55,0.72,78,2.94,0.237,0.422,48.9,73.0,6.05,16.72,metalico
ESP005004,20.12,12.61,10.15,8.26,5.63,7.5,9.15,11,5.41,8.03,2.71,4.48,5.29,1.55,0.61,1.63,14,52,0.47,264,1.98,0.455,0.399,159.3,765.8,16.48,43.11,marron
ESP005005,11.4,7.27,3.16,2.15,1.81,3.19,5.01,6,4.63,6.39,4.85,5.88,3.73,1.72,1.1,0.63,7,59,0.93,17,3.61,0.439,0.561,28.1,57.5,9.29,21.74,rojizo
ESP005006,23.71,14.7,11.53,9.12,6.08,6.77,11.81,12,3.51,15.69,5.01,4.11,4.65,2.13,0.89,2.98,11,53,0.4,339,2.06,0.498,0.662,213.2,925.4,15.94,43.41,metalico
ESP005007,10.3,6.57,4.68,3.92,2.59,1.87,5.98,8,3.79,6.22,5.16,6.44,3.47,1.53,1.13,1.7,11,36,1.17,5,2.2,0.581,0.604,37.6,45.1,6.69,18.06,negro
ESP005008,18.9,11.55,9.86,7.43,5.36,7.5,9.53,11,9.36,13.66,4.18,5.14,3.01,1.91,0.61,2.98,12,62,0.43,206,1.92,0.504,0.723,145.4,698.8,18.16,46.18,metalico
ESP005009,11.68,7.6,4.54,3.77,2.75,2.66,4.2,11,6.72,5.45,3.8,1.0,2.38,1.23,0.91,0.97,10,92,0.1,71,2.57,0.36,0.467,41.4,70.5,9.46,23.46,negro
ESP005010,20.15,12.36,9.81,8.34,5.26,6.94,10.8,12,5.24,12.42,3.46,3.52,4.23,1.92,0.31,2.79,14,54,0.85,268,2.05,0.536,0.616,154.2,685.9,17.06,43.93,rojizo
