id_prestamo,edad,ingresos_mensuales_eur,ingresos_conyuge_eur,importe_prestamo_eur,plazo_meses,cuota_mensual_eur,ratio_endeudamiento,ratio_cuota_ingreso,antiguedad_empleo_anos,antiguedad_cliente_anos,num_prestamos_previos,num_prestamos_activos,num_impagos_previos,dias_mora_max_historico,score_credito,score_externo,saldo_medio_cuenta_eur,num_productos_contratados,patrimonio_declarado_eur,num_consultas_buro_6m,tasa_interes_pct,gastos_fijos_mensuales_eur,finalidad,tipo_empleo,regimen_vivienda,nivel_estudios,sector_actividad,tiene_avalista,impago
PRE006682,46,1486,0,8352,57,158,10.6,10.6,4.4,10.7,0,1,1,0,753,620,-2000,2,0,2,6.4,163,coche,autonomo,propiedad,superior,industria,si,0
PRE006683,33,1551,0,9721,32,328,21.1,21.1,16.0,0.0,1,1,1,0,565,779,871,3,106326,0,10.6,181,negocio,temporal,alquiler,medio,servicios,no,0
PRE006684,31,1235,386,5030,72,75,6.1,4.6,4.7,8.1,1,0,0,27,635,509,4795,4,94082,0,6.6,178,consumo,temporal,alquiler,basico,construccion,no,1
PRE006685,53,700,903,10758,31,375,53.5,23.4,11.1,8.9,1,0,0,47,757,653,3700,4,76704,2,6.8,903,estudios,funcionario,hipoteca,superior,servicios,no,0
PRE006686,40,1684,1025,19517,26,811,48.1,29.9,2.3,9.3,1,0,2,22,595,485,5869,1,150197,4,4.5,1402,consumo,funcionario,alquiler,superior,industria,si,0
PRE006687,63,1062,1321,10449,79,143,13.5,6.0,0.7,16.9,1,0,0,9,690,526,6556,0,135843,1,7.6,900,consumo,fijo,alquiler,basico,agrario,no,0
PRE006688,59,1827,3025,30781,76,437,23.9,9.0,0.0,7.8,4,2,1,0,722,599,-2000,1,75944,0,3.1,100,coche,temporal,alquiler,basico,industria,si,1
PRE006689,67,1833,0,21989,54,440,24.0,24.0,6.1,14.5,2,0,1,14,485,692,5445,5,21125,0,6.8,1527,consumo,fijo,alquiler,superior,construccion,no,1
PRE006690,61,1660,780,18339,19,1042,62.7,42.7,4.5,9.8,4,1,0,0,688,654,2266,1,110924,4,9.0,776,vivienda,fijo,alquiler,medio,servicios,no,1
PRE006691,34,3495,265,20004,49,441,12.6,11.7,4.1,21.6,1,1,1,8,799,631,215,3,7464,0,8.6,668,estudios,fijo,hipoteca,superior,servicios,no,0
PRE006692,40,2580,871,4360,59,80,3.1,2.3,9.0,9.8,0,1,0,0,600,695,703,3,107692,0,10.1,1241,coche,temporal,hipoteca,medio,agrario,no,0
PRE006693,41,2795,2324,16419,8,2217,79.3,43.3,0.5,0.0,2,0,1,26,789,645,6838,5,84721,4,9.0,781,vivienda,temporal,hipoteca,medio,construccion,no,0
PRE006694,55,1895,346,2071,46,49,2.6,2.2,0.0,0.7,2,0,1,45,771,657,485,3,0,3,9.1,1095,negocio,fijo,hipoteca,basico,servicios,si,0
PRE006695,34,1933,265,25347,65,421,21.8,19.1,4.6,3.9,0,0,0,0,564,614,4116,0,0,3,2.7,886,coche,temporal,propiedad,medio,industria,si,0
PRE006696,33,1003,789,5125,94,59,5.9,3.3,14.7,3.0,3,2,0,41,650,626,2405,2,14497,2,8.8,853,coche,temporal,propiedad,basico,construccion,si,0
PRE006697,34,700,993,13391,64,226,32.2,13.3,7.8,0.7,3,0,0,0,613,503,-192,7,181705,6,9.3,836,negocio,fijo,propiedad,medio,servicios,no,1
PRE006698,69,2319,1421,6269,34,199,8.6,5.3,1.1,8.1,1,0,0,16,703,672,-1376,7,38090,1,10.8,1547,estudios,temporal,alquiler,medio,publico,no,0
PRE006699,46,3019,527,25323,18,1519,50.3,42.8,10.2,0.4,1,1,1,31,506,628,5920,5,55177,2,8.7,1214,negocio,temporal,propiedad,superior,construccion,no,1
PRE006700,52,4680,0,1000,35,31,0.7,0.7,6.0,3.4,2,1,0,28,610,554,5463,2,0,0,8.4,1002,negocio,fijo,hipoteca,superior,industria,no,0
PRE006701,32,2521,1533,16733,51,354,14.0,8.7,8.3,8.1,4,0,0,12,776,520,2752,2,133194,0,7.1,697,vivienda,fijo,propiedad,medio,construccion,no,0
PRE006702,18,2356,1094,12939,78,179,7.6,5.2,7.3,2.0,2,2,0,0,648,631,7145,4,23980,1,5.9,288,coche,temporal,hipoteca,medio,agrario,no,0
PRE006703,43,2651,0,10288,34,327,12.3,12.3,1.7,7.8,3,0,1,0,532,570,12554,0,0,2,4.8,723,estudios,fijo,hipoteca,medio,construccion,no,0
PRE006704,64,3445,1301,1000,56,19,0.6,0.4,4.2,13.4,2,1,1,0,518,537,-577,1,0,2,8.4,437,coche,fijo,propiedad,medio,industria,no,0
PRE006705,36,4312,1802,16084,50,347,8.0,5.7,3.5,13.5,1,2,0,5,654,923,3190,6,135857,3,8.8,826,coche,funcionario,alquiler,basico,industria,no,0
PRE006706,18,1700,1634,12900,54,258,15.2,7.7,6.4,6.6,3,0,0,27,600,762,3761,1,0,1,8.9,826,consumo,fijo,alquiler,medio,construccion,no,0
PRE006707,37,1740,0,19982,61,354,20.3,20.3,0.0,18.9,0,2,1,15,561,608,-1072,4,86582,1,5.9,1080,consumo,temporal,alquiler,medio,publico,no,0
PRE006708,52,700,489,1747,36,52,7.4,4.4,4.1,3.7,0,1,0,0,663,644,6703,1,131599,1,8.9,1069,estudios,autonomo,propiedad,basico,industria,no,0
PRE006709,46,1821,0,5129,43,129,7.1,7.1,10.2,10.4,2,2,1,0,786,468,2680,2,90546,5,12.1,1063,vivienda,fijo,hipoteca,basico,servicios,no,0
PRE006710,49,2312,0,13634,35,421,18.2,18.2,3.0,7.1,0,1,0,12,647,592,3107,4,0,2,14.8,1135,negocio,temporal,hipoteca,medio,agrario,no,0
PRE006711,57,1986,238,7439,49,164,8.3,7.4,9.6,0.4,3,1,1,26,535,689,-439,4,0,1,5.1,438,negocio,temporal,propiedad,medio,agrario,no,0
PRE006712,27,2064,0,20047,39,555,26.9,26.9,3.5,0.0,1,0,0,0,553,579,1418,3,58780,4,3.1,570,coche,funcionario,hipoteca,medio,servicios,no,0
PRE006713,53,2877,2403,20241,71,308,10.7,5.8,13.0,9.1,1,2,0,10,678,691,-145,4,19619,4,12.1,672,coche,temporal,alquiler,medio,industria,no,0
PRE006714,46,1767,591,31835,72,478,27.0,20.3,13.4,14.2,2,2,0,32,590,651,4702,0,0,0,5.6,1233,consumo,fijo,alquiler,medio,servicios,no,1
PRE006715,62,2922,1492,10437,38,297,10.2,6.7,6.6,9.8,0,0,0,1,641,636,3253,2,25886,2,8.4,926,coche,temporal,propiedad,superior,publico,no,0
PRE006716,38,1339,0,18464,75,266,19.9,19.9,9.9,0.0,0,0,1,0,631,619,1235,4,16008,2,7.5,708,estudios,fijo,alquiler,superior,servicios,no,0
PRE006717,23,1258,1312,11551,82,152,12.1,5.9,3.2,11.9,2,1,0,0,709,789,2496,2,95245,2,12.1,803,coche,autonomo,hipoteca,medio,publico,no,0
PRE006718,40,2760,1715,8884,6,1599,57.9,35.7,2.3,0.4,0,3,0,0,752,650,1124,0,74718,0,3.0,496,negocio,autonomo,propiedad,basico,publico,no,0
PRE006719,51,2032,0,15271,64,258,12.7,12.7,3.7,8.9,1,0,0,0,785,651,6875,0,49243,0,4.6,1294,coche,fijo,propiedad,basico,industria,no,0
PRE006720,39,1540,717,26597,68,422,27.4,18.7,0.1,0.9,1,0,1,30,579,570,-206,4,0,2,8.4,660,coche,fijo,propiedad,medio,servicios,no,1
PRE006721,41,1913,2038,16813,6,3026,158.1,76.6,8.4,0.0,0,2,0,0,616,763,7823,4,106529,4,9.5,1027,consumo,temporal,alquiler,basico,publico,no,0
PRE006722,63,2493,1856,37828,28,1459,58.5,33.5,5.9,2.5,3,0,2,4,752,676,-671,0,25628,4,5.7,726,coche,temporal,hipoteca,superior,construccion,no,1
PRE006723,57,3162,1651,15664,27,627,19.8,13.0,10.7,7.1,2,1,0,0,598,793,9211,4,68199,0,8.0,607,coche,funcionario,alquiler,basico,servicios,no,0
PRE006724,51,2133,317,15122,56,292,13.7,11.9,1.7,2.1,2,1,0,10,522,617,-2000,1,65884,2,4.8,1297,vivienda,temporal,hipoteca,superior,servicios,si,1
PRE006725,35,3005,0,12350,53,252,8.4,8.4,3.6,5.3,4,2,1,13,692,686,2633,2,81538,2,10.8,990,consumo,fijo,propiedad,medio,industria,no,0
PRE006726,41,700,1709,10084,66,165,23.5,6.8,11.2,9.0,1,1,0,0,593,610,5236,0,0,0,5.1,849,coche,fijo,hipoteca,basico,industria,si,0
PRE006727,29,2631,326,24095,46,566,21.5,19.1,6.5,4.7,2,2,0,43,727,767,7329,0,4600,0,12.2,100,consumo,autonomo,propiedad,superior,publico,no,0
PRE006728,47,2903,0,16097,94,185,6.4,6.4,11.2,9.1,1,1,1,44,744,667,-2000,5,150670,2,3.9,649,coche,fijo,hipoteca,superior,servicios,no,0
PRE006729,52,1080,1814,7221,72,108,10.0,3.7,13.0,14.3,1,1,0,0,677,597,183,3,0,3,9.9,1210,consumo,funcionario,alquiler,medio,agrario,no,0
PRE006730,41,1297,2370,6397,60,115,8.9,3.1,10.8,2.9,2,1,0,40,604,541,5174,2,0,3,9.4,361,vivienda,autonomo,propiedad,medio,industria,no,0
PRE006731,37,3519,0,1000,52,21,0.6,0.6,5.3,0.0,0,3,1,0,732,683,8354,0,0,3,8.4,996,estudios,temporal,hipoteca,superior,servicios,no,0
PRE006732,54,2728,1936,16202,48,365,13.4,7.8,10.9,10.6,3,1,0,0,713,570,3319,3,36353,0,11.7,516,coche,temporal,propiedad,superior,servicios,no,0
PRE006733,43,3825,1593,1000,33,33,0.9,0.6,10.9,13.6,2,1,0,0,610,478,2634,6,149150,3,6.0,1141,consumo,temporal,hipoteca,basico,industria,no,0
PRE006734,56,3313,255,31445,20,1698,51.2,47.6,5.1,4.8,0,0,0,26,511,401,2590,5,0,3,8.0,751,coche,temporal,hipoteca,medio,construccion,no,1
PRE006735,33,2960,2169,1000,77,14,0.5,0.3,12.6,14.4,0,2,0,0,540,598,2195,2,125820,0,8.8,768,vivienda,fijo,alquiler,basico,industria,no,0
PRE006736,38,2354,1462,1000,67,16,0.7,0.4,0.0,6.6,3,1,1,39,492,679,-1163,1,125314,2,5.0,1538,negocio,temporal,hipoteca,medio,servicios,no,1
PRE006737,28,4110,841,28102,60,506,12.3,10.2,1.3,3.9,3,0,0,22,644,630,7792,3,0,0,9.0,1151,coche,fijo,propiedad,basico,construccion,no,0
PRE006738,41,2063,1865,12599,63,216,10.5,5.5,10.0,15.8,0,0,0,18,646,607,3689,3,138854,2,6.1,1212,estudios,temporal,propiedad,superior,servicios,no,0
PRE006739,46,3336,0,7057,45,169,5.1,5.1,3.5,7.1,2,0,1,0,665,669,-626,1,123777,2,13.8,660,consumo,temporal,hipoteca,basico,servicios,no,0
PRE006740,34,700,760,11008,29,410,58.5,28.1,14.1,4.2,1,0,1,7,676,746,3309,4,0,1,6.9,556,vivienda,funcionario,propiedad,medio,servicios,no,0
PRE006741,42,2710,2493,1000,55,20,0.7,0.4,0.0,0.7,2,1,0,13,637,635,-724,1,106456,0,7.4,878,vivienda,fijo,hipoteca,medio,servicios,no,0
PRE006742,57,2970,0,8476,29,316,10.6,10.6,10.7,0.0,2,1,0,0,640,341,2439,2,0,2,5.3,1516,negocio,temporal,alquiler,medio,servicios,no,0
PRE006743,34,1299,0,26157,48,589,45.3,45.3,11.5,9.8,2,1,1,42,662,717,1519,0,80369,0,9.5,901,coche,fijo,propiedad,medio,construccion,no,0
PRE006744,30,2006,2042,9461,41,249,12.4,6.1,3.0,11.9,1,0,0,47,825,700,7949,2,56203,0,10.1,897,consumo,autonomo,alquiler,basico,servicios,si,0
PRE006745,48,1469,1878,12940,25,559,38.0,16.7,5.3,0.0,1,0,0,6,742,444,5509,3,182168,1,9.6,985,vivienda,fijo,hipoteca,superior,servicios,no,0
PRE006746,36,835,1301,32903,38,935,111.8,43.8,5.3,0.4,1,2,0,21,526,713,2679,5,231135,0,2.0,1156,negocio,fijo,alquiler,superior,servicios,no,1
PRE006747,52,2216,959,17024,63,292,13.2,9.2,0.0,11.8,1,2,1,48,751,860,3115,4,0,3,5.7,100,vivienda,fijo,alquiler,medio,servicios,no,0
PRE006748,42,2977,1201,2945,34,94,3.2,2.2,10.0,0.0,2,2,0,45,601,419,5033,4,13759,0,7.3,1144,vivienda,temporal,propiedad,medio,agrario,no,0
PRE006749,43,1862,670,8875,60,160,8.6,6.3,7.3,0.0,2,2,0,8,650,858,10243,2,0,1,8.1,294,coche,fijo,alquiler,basico,publico,no,0
PRE006750,28,1465,155,15661,56,302,20.6,18.6,2.9,12.3,2,0,0,27,725,495,-44,3,0,0,7.3,1558,coche,temporal,alquiler,medio,servicios,si,0
PRE006751,60,2484,1409,9544,17,606,24.4,15.6,12.5,7.9,0,0,1,0,767,717,6305,10,13860,0,13.8,271,vivienda,fijo,alquiler,superior,industria,no,0
PRE006752,38,1235,2189,1000,54,20,1.6,0.6,6.0,7.9,2,2,1,4,464,644,5449,0,0,3,12.2,738,vivienda,fijo,hipoteca,medio,construccion,no,0
PRE006753,52,3782,850,8192,72,123,3.3,2.7,0.0,12.8,0,0,0,0,468,719,10569,4,118018,2,12.0,962,consumo,temporal,propiedad,medio,publico,no,0
PRE006754,55,3751,2676,33332,78,462,12.3,7.2,0.0,0.0,0,3,1,0,651,718,6744,0,23483,1,12.0,1304,consumo,fijo,alquiler,medio,industria,no,0
PRE006755,43,1228,1552,20760,40,561,45.6,20.2,15.9,14.4,2,0,0,9,475,713,1748,4,84282,1,8.6,278,consumo,fijo,hipoteca,medio,industria,no,1
PRE006756,35,1558,1786,8033,37,234,15.0,7.0,1.9,2.8,3,2,0,1,544,688,6229,2,99938,0,10.1,523,consumo,temporal,alquiler,medio,servicios,no,0
PRE006757,44,2423,547,22835,28,881,36.3,29.7,3.5,14.4,2,1,0,21,718,430,8979,1,0,3,6.7,1055,negocio,fijo,alquiler,medio,industria,no,0
PRE006758,38,1292,2255,8750,18,525,40.6,14.8,1.6,6.0,3,0,1,21,645,575,-1196,7,51606,0,15.0,815,coche,funcionario,hipoteca,superior,servicios,si,0
PRE006759,18,1253,1986,12424,35,383,30.5,11.8,6.3,14.6,2,1,2,0,526,588,5796,0,0,0,11.9,100,vivienda,funcionario,hipoteca,medio,servicios,no,0
PRE006760,31,2922,3,1270,39,35,1.2,1.2,7.4,13.2,3,2,0,31,662,565,5953,3,181510,2,4.9,570,negocio,temporal,alquiler,superior,publico,no,0
PRE006761,55,2990,164,9207,32,311,10.4,9.9,10.0,8.0,1,1,0,28,607,623,6694,3,71211,0,13.4,881,estudios,temporal,hipoteca,medio,publico,si,0
PRE006762,36,3108,666,1000,52,21,0.7,0.6,7.2,8.3,1,0,2,38,754,616,6690,5,65862,0,7.5,859,estudios,autonomo,hipoteca,medio,servicios,si,0
PRE006763,51,2243,0,7483,58,139,6.2,6.2,5.6,3.0,0,0,0,0,566,633,5604,1,118842,3,4.6,1695,negocio,autonomo,alquiler,basico,servicios,no,0
PRE006764,44,3335,90,4264,72,64,1.9,1.9,11.7,3.3,0,0,0,0,707,610,-1334,4,0,0,8.3,686,vivienda,temporal,propiedad,superior,industria,no,0
PRE006765,60,1480,1379,1000,17,64,4.3,2.2,3.8,19.2,1,2,0,4,779,617,11786,4,43085,2,9.8,1883,estudios,autonomo,hipoteca,basico,industria,no,0
PRE006766,42,2086,290,10507,25,454,21.8,19.1,3.2,8.0,3,0,0,0,483,625,-2000,2,0,5,6.4,372,estudios,funcionario,alquiler,medio,publico,si,0
PRE006767,52,824,597,30783,41,811,98.3,57.0,11.5,0.0,0,1,1,0,700,701,12753,2,0,2,11.6,563,coche,fijo,hipoteca,medio,servicios,no,0
PRE006768,54,3335,929,11257,85,143,4.3,3.4,5.3,7.6,0,2,0,17,594,568,116,3,143321,3,14.7,1083,coche,fijo,alquiler,medio,servicios,no,0
PRE006769,49,2689,2202,17715,16,1196,44.5,24.4,0.0,6.4,1,0,0,0,750,448,5096,0,48764,4,7.0,781,vivienda,fijo,alquiler,medio,industria,no,0
PRE006770,26,700,2148,4204,32,142,20.3,5.0,4.3,6.6,2,2,2,30,569,852,5880,5,105754,2,5.1,1240,vivienda,temporal,propiedad,medio,servicios,no,1
PRE006771,46,1546,389,16719,40,451,29.2,23.3,6.9,4.0,0,0,0,8,666,660,-2000,3,179612,1,7.4,430,consumo,fijo,propiedad,basico,industria,no,0
PRE006772,41,2694,862,8829,52,183,6.8,5.1,17.3,0.0,3,0,0,19,687,584,-413,5,124153,4,4.3,1740,coche,temporal,alquiler,medio,servicios,si,0
PRE006773,53,700,527,1000,39,28,4.0,2.3,4.2,7.8,0,1,1,4,522,644,3287,1,13775,2,10.5,1623,coche,temporal,alquiler,superior,servicios,no,1
PRE006774,43,1819,0,10985,64,185,10.2,10.2,2.9,15.2,4,0,0,10,566,700,3011,5,36490,1,8.1,781,consumo,fijo,alquiler,medio,servicios,no,1
PRE006775,40,2531,252,2782,25,120,4.7,4.3,3.3,5.6,3,2,1,0,662,711,1807,7,92771,4,10.4,886,vivienda,autonomo,alquiler,basico,construccion,no,1
PRE006776,40,2542,1139,12745,41,336,13.2,9.1,4.8,2.0,1,1,0,13,626,679,4514,4,0,0,7.9,1395,consumo,temporal,hipoteca,medio,servicios,no,0
PRE006777,57,3196,1019,9921,37,290,9.1,6.9,11.2,2.0,1,2,0,2,650,596,1855,5,0,1,7.3,1227,estudios,temporal,alquiler,medio,industria,no,0
PRE006778,37,1326,0,11025,31,384,28.9,28.9,0.0,8.4,3,1,0,11,581,609,4650,1,30060,2,10.1,501,negocio,fijo,hipoteca,basico,publico,no,1
PRE006779,34,3094,1031,30246,76,430,13.9,10.4,7.1,7.2,2,0,0,26,628,541,5571,4,0,3,16.1,238,consumo,fijo,alquiler,basico,servicios,no,0
PRE006780,45,3449,0,20032,11,1967,57.0,57.0,9.0,8.2,3,1,0,0,718,633,2659,7,0,1,11.5,281,consumo,fijo,hipoteca,superior,publico,no,0
PRE006781,50,3574,958,1000,85,13,0.4,0.3,14.2,5.8,1,2,2,13,552,604,388,5,173525,3,10.2,315,consumo,fijo,alquiler,superior,servicios,si,0
PRE006782,43,3779,400,7232,104,75,2.0,1.8,14.4,10.5,1,0,0,0,725,703,3252,1,120933,0,8.4,704,vivienda,fijo,alquiler,medio,publico,no,0
PRE006783,47,2383,1184,19141,90,230,9.6,6.4,4.9,14.3,2,2,0,5,669,746,-582,4,86440,2,15.9,1082,consumo,autonomo,hipoteca,basico,servicios,no,0
PRE006784,60,806,340,18941,33,620,76.8,54.1,6.8,5.9,0,0,0,0,716,814,2473,1,107901,1,12.4,808,coche,temporal,hipoteca,medio,industria,no,0
PRE006785,44,1695,138,9620,73,142,8.4,7.7,2.6,3.7,0,2,0,9,777,374,16105,0,0,2,9.2,731,vivienda,fijo,alquiler,medio,industria,no,0
PRE006786,52,928,376,26194,38,744,80.1,57.0,7.3,8.0,1,1,0,0,579,721,3665,3,70579,1,8.1,728,estudios,temporal,hipoteca,medio,servicios,no,0
PRE006787,42,2219,2250,24772,51,525,23.6,11.7,6.8,14.9,0,1,0,0,634,761,4230,3,0,1,8.3,558,consumo,temporal,propiedad,superior,servicios,no,0
PRE006788,26,2506,1038,20251,44,497,19.8,14.0,9.8,11.9,1,1,1,8,611,717,-2000,5,110045,0,12.3,860,consumo,autonomo,alquiler,basico,servicios,no,0
PRE006789,43,1443,256,13316,33,436,30.2,25.6,8.0,0.0,1,0,0,32,533,654,-304,3,0,5,7.5,526,coche,autonomo,propiedad,medio,servicios,no,1
PRE006790,50,2735,3593,28089,61,497,18.2,7.9,14.1,0.0,1,1,0,1,759,571,2722,4,37793,1,6.2,1046,consumo,temporal,propiedad,basico,publico,no,0
PRE006791,46,700,718,1000,48,22,3.1,1.6,11.7,29.3,0,0,0,54,565,489,4556,1,101393,2,3.9,1481,negocio,autonomo,hipoteca,medio,publico,si,0
PRE006792,41,4041,1227,1000,63,17,0.4,0.3,5.6,6.6,0,1,1,0,651,635,5634,1,0,3,8.0,284,negocio,fijo,propiedad,medio,industria,si,0
PRE006793,27,3532,53,10059,50,217,6.1,6.1,13.0,15.0,0,2,1,0,610,490,549,4,158770,2,6.9,1325,coche,funcionario,hipoteca,superior,construccion,no,0
PRE006794,62,1405,1318,1000,41,26,1.8,1.0,11.4,0.0,2,0,0,15,726,555,2672,4,111021,2,10.3,337,vivienda,fijo,alquiler,superior,agrario,no,0
PRE006795,30,2028,1010,5554,34,176,8.7,5.8,22.4,9.9,0,0,0,12,648,611,3215,3,162625,3,8.0,1300,consumo,autonomo,alquiler,basico,agrario,no,0
PRE006796,36,844,198,1000,83,13,1.5,1.2,0.0,20.7,2,0,1,32,778,662,2530,3,58358,3,12.7,516,coche,fijo,alquiler,medio,servicios,no,0
PRE006797,40,1293,1784,11960,56,231,17.9,7.5,3.9,3.9,0,0,0,21,639,745,-1471,1,77073,1,6.3,1392,vivienda,temporal,hipoteca,basico,servicios,no,0
PRE006798,45,1313,0,22901,50,495,37.7,37.7,8.0,8.8,0,1,1,16,669,821,1693,5,28007,0,4.9,989,coche,funcionario,hipoteca,basico,servicios,si,0
PRE006799,52,3189,2638,14606,39,404,12.7,6.9,2.6,17.9,2,1,0,9,552,501,5688,2,183536,1,3.3,1111,coche,fijo,propiedad,medio,servicios,no,0
PRE006800,39,2263,0,1000,67,16,0.7,0.7,0.0,12.7,4,0,0,3,646,649,3614,7,6690,1,7.9,1599,consumo,funcionario,hipoteca,medio,construccion,no,1
PRE006801,43,2939,774,10650,24,479,16.3,12.9,5.4,0.6,0,2,1,0,693,558,2581,7,68827,3,3.2,866,coche,fijo,hipoteca,medio,industria,no,0
PRE006802,18,826,485,13256,76,188,22.7,14.3,4.8,5.3,2,0,1,0,644,415,-393,7,88021,3,12.4,1610,vivienda,autonomo,alquiler,medio,industria,si,0
PRE006803,21,2137,2550,14787,75,213,10.0,4.5,10.3,2.0,3,0,0,0,635,540,4585,0,0,2,9.7,1185,negocio,temporal,hipoteca,superior,construccion,no,0
PRE006804,41,2609,297,12446,31,434,16.6,14.9,8.9,0.0,0,0,0,0,621,577,2956,2,37987,1,11.7,209,consumo,temporal,alquiler,medio,agrario,no,1
PRE006805,40,1152,1460,6044,62,105,9.1,4.0,3.8,13.8,1,2,2,0,625,447,1387,4,0,3,7.7,513,consumo,fijo,alquiler,basico,publico,no,0
PRE006806,60,2447,1213,23693,62,413,16.9,11.3,1.1,22.6,3,2,0,7,577,638,5783,5,0,1,9.2,683,coche,funcionario,hipoteca,superior,industria,si,0
PRE006807,48,1688,2336,1000,59,18,1.1,0.4,3.6,10.1,2,0,0,22,624,813,3680,3,72211,3,6.0,1305,negocio,fijo,alquiler,basico,publico,si,0
PRE006808,56,2183,0,1000,41,26,1.2,1.2,12.7,10.1,1,0,0,9,493,536,-747,3,0,1,12.1,274,consumo,temporal,alquiler,superior,construccion,si,0
PRE006809,53,2711,2388,31169,70,481,17.7,9.4,9.3,6.5,0,0,1,0,545,752,-357,4,183919,0,10.1,867,consumo,temporal,hipoteca,superior,construccion,no,0
PRE006810,34,1661,2653,5357,52,111,6.7,2.6,2.9,0.0,1,2,1,8,690,671,-851,1,0,4,3.5,358,negocio,temporal,hipoteca,superior,servicios,no,1
PRE006811,60,2530,711,1000,6,180,7.1,5.6,2.0,8.7,2,0,0,21,518,566,1866,4,86542,1,6.6,468,consumo,temporal,propiedad,superior,servicios,no,1
PRE006812,50,1452,994,4392,6,791,54.4,32.3,11.0,9.2,1,0,0,0,535,523,2572,3,123817,4,12.5,700,estudios,temporal,alquiler,basico,publico,no,1
PRE006813,56,2869,1783,3309,75,48,1.7,1.0,0.0,15.6,2,0,2,13,733,491,6269,0,0,2,6.5,1288,vivienda,fijo,propiedad,medio,agrario,no,0
PRE006814,39,2303,1037,4229,46,99,4.3,3.0,7.4,7.6,1,1,0,0,602,560,-2000,3,154808,3,9.5,415,negocio,temporal,hipoteca,medio,servicios,no,0
PRE006815,53,3572,314,19217,52,399,11.2,10.3,5.7,6.1,1,0,0,0,679,594,5974,1,0,3,11.6,479,negocio,fijo,propiedad,basico,publico,no,0
PRE006816,37,806,2791,2803,38,80,9.9,2.2,12.6,10.3,0,1,1,1,402,424,3549,5,128980,3,8.8,1015,consumo,fijo,alquiler,basico,servicios,no,1
PRE006817,65,1796,1094,5107,75,74,4.1,2.6,5.5,3.3,5,1,0,16,627,505,4344,0,80860,1,5.9,981,coche,fijo,hipoteca,medio,servicios,si,0
PRE006818,56,4460,431,20423,49,450,10.1,9.2,1.3,11.3,1,2,1,20,676,625,5371,2,8394,3,7.9,1153,consumo,fijo,propiedad,superior,servicios,no,0
PRE006819,35,1784,0,6103,48,137,7.7,7.7,2.7,2.4,2,1,0,0,826,495,8049,3,0,4,4.2,207,consumo,autonomo,propiedad,basico,industria,no,0
PRE006820,36,1851,0,14227,38,404,21.8,21.8,0.0,10.3,2,0,0,28,660,789,8098,6,16361,2,15.6,746,vivienda,autonomo,alquiler,basico,servicios,no,0
PRE006821,33,1808,176,20758,27,830,45.9,41.8,5.6,0.1,0,0,1,1,608,730,10452,5,0,0,5.3,357,estudios,temporal,propiedad,superior,industria,no,0
PRE006822,42,1833,0,8195,27,328,17.9,17.9,11.4,0.0,1,2,0,8,721,658,424,3,86453,3,8.3,489,vivienda,autonomo,hipoteca,medio,industria,no,0
PRE006823,28,1677,1979,5647,68,90,5.4,2.5,6.2,7.5,1,0,1,0,582,599,3403,2,9209,2,10.2,1084,consumo,fijo,alquiler,superior,agrario,no,0
PRE006824,37,1236,1236,1000,45,24,1.9,1.0,8.0,8.6,0,2,1,26,571,678,-1996,5,46159,0,12.2,961,vivienda,temporal,hipoteca,basico,industria,no,0
PRE006825,30,1632,0,11982,66,196,12.0,12.0,1.4,1.0,2,1,0,0,653,584,4420,4,171765,3,10.2,547,estudios,autonomo,hipoteca,basico,construccion,no,1
PRE006826,26,1664,0,1000,34,32,1.9,1.9,1.0,9.5,0,3,1,0,699,752,4374,2,159989,0,9.1,615,consumo,autonomo,propiedad,medio,construccion,no,0
PRE006827,23,2150,2552,16480,25,712,33.1,15.1,9.0,5.7,2,2,0,12,724,549,4174,1,79012,1,8.7,1342,consumo,autonomo,alquiler,superior,industria,si,0
PRE006828,41,766,2527,12293,34,390,50.8,11.8,6.8,0.0,0,1,0,11,773,510,271,2,5057,1,6.5,1029,coche,temporal,alquiler,superior,publico,no,0
PRE006829,18,2522,2588,12320,83,160,6.3,3.1,0.0,16.8,1,1,0,0,737,458,1871,3,110882,1,8.1,100,coche,temporal,propiedad,basico,servicios,si,0
PRE006830,46,1674,0,21138,10,2283,136.3,136.3,2.6,3.8,1,2,1,39,645,744,-2000,3,90996,0,8.1,566,coche,autonomo,propiedad,basico,servicios,no,1
PRE006831,42,2199,1577,19575,83,255,11.6,6.8,11.2,18.5,2,1,1,41,485,659,1318,3,69172,2,4.5,136,negocio,fijo,alquiler,medio,servicios,no,0
PRE006832,50,2796,751,6888,72,103,3.7,2.9,3.8,10.5,1,0,1,1,651,619,-1132,6,15288,0,10.3,970,negocio,funcionario,hipoteca,medio,servicios,no,0
PRE006833,47,3318,383,1000,91,12,0.4,0.3,10.8,5.7,1,0,1,21,641,638,-561,3,49210,0,7.4,469,vivienda,temporal,alquiler,basico,industria,si,0
PRE006834,41,1207,765,19163,43,481,39.8,24.4,0.0,1.1,2,1,0,7,841,441,-1293,4,0,3,9.1,903,estudios,funcionario,alquiler,basico,servicios,si,0
PRE006835,18,2604,1231,11583,62,202,7.8,5.3,2.6,14.0,2,0,0,0,635,588,-1717,4,120354,0,3.6,466,coche,autonomo,alquiler,superior,construccion,no,0
